breadcrumbs,title,discount,date,duration,price,meals,desc,imgSrc
"Strona główna,Wyjazdy na narty,Austria,Salzburger Sportwelt - Amade,Filzmoos",Ferienwohnung Berggluck,,14.03.2021,7 dni,1 109,RO - Bez wyżywienia,"Kategoria:,***,Miasto:,Berchtesgaden,Kraj:,Niemcy,Położenie:,Przytulny obiekt Ferienwohnung Bergglück znajduje się ok. 1,5 km od terenu narciarskiego Obersalzberg i ok. 6 km od Jennerbahn. Do centrum miejscowości Berchtesgaden są 2 km, a do przystanku autobusowego dla narciarzy jest ok. 200 m.,Wyposażenie:",https://cdntravelplanet.pl/DEBBBERC0BG000002/SNOW/miniature650x367/austria/salzburger-sportwelt---amade/filzmoos/ferienwohnung-berggluck_0.jpg?datago=1&t=637431728614379140
"Strona główna,Wyjazdy na narty,Austria,Kaunertal,Feichten",Tia Apart,,12.03.2021,6 dni,1 116,HB - Dwa posiłki,"Kategoria:,***,Region:,Feichten im Kaunertal,OPIS:,Hotel Tia Apart oferuje niedrogie pokoje w miejscowości Feichten im Kaunertal. Położony 750 metrów od centrum jest dobrym wyborem na wakacje w regionie Kaunertal.,Obiekt oferuje pokoje, których wyposażenie to m.in. balkon oraz telewizja kablowa. WI-FI we wszystkich pokojach jest dostępny. Parking niestrzeżony daje możliwość pozostawienia samochodu.,Po całym dniu goście mogą naładować baterie w należącej do Hotel Tia Apart strefie wellness. Znajdą w niej m.in. łaźnia parowa oraz sauna fińska.,Hotel Tia Apart jest położony w sąsiedztwie ośrodka narciarskiego Kaunertal, w którym do dyspozycji jest 54 km tras narciarskich.",https://cdntravelplanet.pl/1266921/VXEM/miniature650x367/austria/tyrol/feichten-im-kaunertal/tia-apart_0.jpg?datago=1&t=637428667818747187
"Strona główna,Oferty na wczasy,Cypr,Pafos,Peyia",Club Coral View,,sob. 19.12.2020,7 dni,1 629,RO - Bez wyżywienia,":,3,Cypr/Paphos,Kategoryzacja hotelu :,- kat. Exim Tours 3*,- kat. lokalna 3*,Położenie :,- Peyia - Paphos,- ok. 4 km od plaży Coral Bay",https://cdntravelplanet.pl/30159/EXIM/miniature650x367/cypr/pafos/peyia/club-coral-view_0.jpg?datago=1&t=637432012436468984
"Strona główna,Wyjazdy na narty,Austria,Kaunertal,Feichten",Tia Apart,,06.01.2021,6 dni,1 107,HB - Dwa posiłki,"Kategoria:,***,Region:,Feichten im Kaunertal,OPIS:,Hotel Tia Apart oferuje niedrogie pokoje w miejscowości Feichten im Kaunertal. Położony 750 metrów od centrum jest dobrym wyborem na wakacje w regionie Kaunertal.,Obiekt oferuje pokoje, których wyposażenie to m.in. balkon oraz telewizja kablowa. WI-FI we wszystkich pokojach jest dostępny. Parking niestrzeżony daje możliwość pozostawienia samochodu.,Po całym dniu goście mogą naładować baterie w należącej do Hotel Tia Apart strefie wellness. Znajdą w niej m.in. łaźnia parowa oraz sauna fińska.,Hotel Tia Apart jest położony w sąsiedztwie ośrodka narciarskiego Kaunertal, w którym do dyspozycji jest 54 km tras narciarskich.",https://cdntravelplanet.pl/1266921/VXEM/miniature650x367/austria/tyrol/feichten-im-kaunertal/tia-apart_0.jpg?datago=1&t=637428667818747187
"Strona główna,Oferty na wczasy,Cypr,Ayia Napa,Protaras",Blue Ivy,,czw. 17.12.2020,7 dni,1 896,BB - Śniadania,"POŁOŻENIE :,w centrum miejscowości Protaras, w bliskiej odległości od pięknej, piaszczystej plaży, 65 km od lotniska w Larnace,PLAŻA :,szeroka, piaszczysta, łagodne wejście do morza, oznaczona certyfikatem Błękitnej Flagi, 300 metrów od hotelu,HOTEL :,- hotel odnowiony w 2018 r.,- 5 piętrowy, 120 pokoi,DO DYSPOZYCJI GOŚCI :,- winda",https://cdntravelplanet.pl/5375/BVPR/miniature650x367/cypr/ayia-napa/protaras/blue-ivy_0.jpg?datago=1&t=637432120090297813
"Strona główna,Wyjazdy na narty,Austria,Bad Kleinkirchheim,Dobriach",Zur Post (Dobriach),,27.02.2021,6 dni,1 099,HB - Dwa posiłki,":,Austria/Karyntia,Położenie: :,- Dobriach,- w centrum miejscowości,- sklep ok. 300 m,- stacja kolejowa Spittal 20 km,- przystanek autobusu ok. 200 m,- lornisko Klagenfurt ok. 90 km",https://cdntravelplanet.pl/35011/EXIM/miniature650x367/austria/bad-kleinkirchheim/dobriach/zur-post-(dobriach)_0.jpg?datago=1&t=637429267754447500
"Strona główna,Wyjazdy na narty,Austria,Tennengau - Lammertal,Golling",Landgasthof Torrenerhof,,01.03.2021,6 dni,1 076,AI - All Inclusive,"Kategoria:,***,Region:,Golling,OPIS:,3-gwiazdkowy hotel Hotel Torrenerhof leży 2.3 km od centrum Golling.,Obiekt oferuje pokoje, których wyposażenie to m.in. telewizja kablowa. Kącik internetowy jest dostępny. Parking niestrzeżony daje możliwość pozostawienia samochodu.,Po całym dniu goście mogą naładować baterie w należącej do Hotel Torrenerhof strefie wellness. Znajdą w niej m.in. sauna fińska.,Z obiektu Hotel Torrenerhof jest tyko 14 km do najbliższego wyciągu. Ośrodek narciarski Golling to w sumie 8 km tras zjazdowych.",https://cdntravelplanet.pl/137895/VXEM/miniature650x367/austria/tennengau---lammertal/golling/landgasthof-torrenerhof_0.jpg?datago=1&t=637429562562932656
"Strona główna,Wyjazdy na narty,Austria,Zell Am See - Kaprun,Kaprun",Bergheil,,02.01.2021,7 dni,1 067,BB - Śniadania,"Kategoria:,***,Region:,Kaprun,OPIS:,Pensjonat Bergheil znajduje się prawie w samym centrum Kaprun, tuż za rogiem położony jest sklep narciarski połączony z barem Apre Ski.,Przystanek skibusa to odległość zaledwie 20 m. Około 150 m od budynku znajduje się wyciąg orczykowy (Lechnerberg)dla dzieci stawiających pierwsze kroki na nartach.,Łącznie właściciel dysponuje 14 pokojami. Na parterze znajduje się recepcja oraz pokój gdzie serwowane są śniadania w formie bufetu.,Każdy pokój posiada od 15 m² do 18 m², prywatną łazienkę oraz dostęp do internetu. Istnieje możliwość wypożyczenia suszarki do włosów z recepcji.",https://cdntravelplanet.pl/6333/VXEM/miniature650x367/austria/zell-am-see---kaprun/kaprun/bergheil_0.jpg?datago=1&t=637428785596960078
"Strona główna,Wyjazdy na narty,Austria,Pinzgau,Neukirchen Am Grossvenediger",Gasthof Oliver Richie,,13.03.2021,7 dni,1 109,BB - Śniadania,"Kategoria:,**,Miasto:,Neukirchen am Großvenediger,Kraj:,Austria,Położenie/wyposażenie:,Rodzinnie prowadzony obiekt Gästehaus Waldrose został ponownie otwarty latem 2018 i znajduje się w odległości ok. 1 km od centrum Neukirchen, jak również od terenu narciarskiego. Autobus dla narciarzy zatrzymuje się bezpośrednio przed pensjonatem i dotrą nim Państwo wygodnie do terenu narciarskiego Wildkogel Arena.Do wyposażenia częściowo odnowionego w 2018 roku obiektu należy recepcja, Wi-Fi, sala śniadaniowa, restauracja, bar, pokój wypoczynkowy, pokój zabaw dla dzieci oraz przechowalnia sprzętu narciarskiego. Odprężenie możliwe jest w saunie, a bezpłatnie można również skorzystać z urządzeń fitness. Bezpłatne miejsca parkingowe (dostępność ograniczona) występują przed obiektem, a zadaszone miejsce można wynająć za opłatą.WyżywienieW cenie wyjazdu zawarty jest obfite, regionalne śniadanie w formie bufetu. Dodatkowo na miejscu mogą Państwo za opłatą wykupić wyżywienie HB w pobliskim Hotelu. W pokoju znajdą Państwo czajnik do przygotowania kawy i herbaty.,Świadczenia w cenie:",https://cdntravelplanet.pl/ATSONEUK0OR000002/SNOW/miniature650x367/austria/pinzgau/neukirchen-am-grossvenediger/gasthof-oliver-richie_0.jpg?datago=1&t=637428860974460859
"Strona główna,Wyjazdy na narty,Austria,Kossen",Zasserl Apartament,,25.03.2021,6 dni,1 040,RO - Bez wyżywienia,"Region:,Kössen,OPIS:,Appartementhaus Zasserl oferuje apartamenty w miejscowości Kössen. Położony 5.4 km od centrum jest dobrym wyborem na wakacje w regionie Kaiserwinkl.,W pokojach goście mają do dyspozycji takie udogodnienia jak balkon oraz telewizja satelitarna. Dostępny jest także WI-FI we wszystkich pokojach.,Appartementhaus Zasserl jest położony w sąsiedztwie ośrodka narciarskiego Kaiserwinkl, w którym do dyspozycji jest 55 km tras narciarskich.,Apartament z jedną sypialnią dla 4 z balkonem:,1 oddzielna sypialnia, balkon, czajnik elektryczny, ekspres do kawy, kuchnia, piekarnik, prysznic, rozkładana kanapa, salon z aneksem kuchennym, sofa, telewizja satelitarna, toaleta,Apartament z jedną sypialnią dla 5:",https://cdntravelplanet.pl/730491/VXEM/miniature650x367/austria/kossen/kossen/zasserl-apartament_0.jpg?datago=1&t=637430729256962500
"Strona główna,Wyjazdy na narty,Austria,Gosau - Daschstein West,Bad Goisern",Bergblick (Bad Goisern),,09.01.2021,6 dni,1 049,HB - Dwa posiłki,":,Austria/Górna Austria,Położenie: :,- Bad Goisern,- ok. 500 m do centrum miejscowości,- stacja kolejowa Bad Goisern ok. 800 m,- lotnisko w Salzburgu ok. 60 km,- region narciarki Gosau/Russbach/Annaberg ok 17 km,- region Krippenstein ok 18 km  ",https://cdntravelplanet.pl/35012/EXIM/miniature650x367/austria/gosau---daschstein-west/bad-goisern/bergblick-(bad-goisern)_0.jpg?datago=1&t=637431009572142812
"Strona główna,Wyjazdy na narty,Austria,Bad Kleinkirchheim,Dobriach",Zur Post (Dobriach),,20.02.2021,7 dni,1 032,BB - Śniadania,"Kraj:,AUSTRIA,Położenie:,w centrum miejscowości, przystanek ski busa przed obiektem.,Wyposażenie:,recepcja, lobby, sala TV, winda, sala śniadaniowa, jadalnia, restauracja, bar, kawiarnia, winiarnia, narciarnia.,Internet:,WiFi w lobby.,Zakwaterowanie:",https://cdntravelplanet.pl/1002970/NKRA/miniature650x367/austria/bad-kleinkirchheim/dobriach/zur-post-(dobriach)_0.jpg?datago=1&t=637427987780408125
"Strona główna,Wyjazdy na narty,Austria,Dachstein,Bad Mitterndorf",Ausseerland,,19.12.2020,6 dni,991,BB - Śniadania,"Kategoria:,***,Region:,Bad Mitterndorf,OPIS:,3-gwiazdkowy hotel Hotel Ausseerland leży 200 metrów od centrum Bad Mitterndorf.,W pokojach goście mają do dyspozycji takie udogodnienia jak telewizja kablowa. Dostępny jest także WI-FI w częściach wspólnych hotelu.,Hotel Ausseerland jest położony w sąsiedztwie ośrodka narciarskiego Ausseerland-Salzkammergut, w którym do dyspozycji jest 61 km tras narciarskich.,Pokój dla 1 osoby:",https://cdntravelplanet.pl/996879/VXEM/miniature650x367/austria/styria/bad-mitterndorf/ausseerland_0.jpg?datago=1&t=637433862786980781
"Strona główna,Wyjazdy na narty,Austria,Loferer Alm,Lofer",Sonnhof (Lofer),,17.03.2021,7 dni,1 044,BB - Śniadania,"Kategoria:,***,Region:,Lofer,OPIS:,Hotel Sonnhof położony jest w cichej i spokojnej okolicy, ale jednocześnie blisko centrum, a co najważniejsze w niedalekiej odległości od wyciągu. Do najbliższego jest jedynie 281 metrów.,Obiekt posiada 25, komfortowo urządzonych pokoi. W większości są to dwójki, ale dostępne są także 4 pokoje 1-osobowe. W każdym pokoju jest prywatna łazienka z prysznicem oraz balkon, z którego rozpościera się piękny widok na okoliczne góry oraz miasteczko Lofer.,Do dyspozycji gości hotelowych jest kryty basen, a za dodatkową opłatą można się także odprężyć w saunie na podczerwień. Dostępny jest także parking dla samochodów osobowych oraz przechowalnia sprzętu narciarskiego.,Pokój dla 1 osoby z balkonem:",https://cdntravelplanet.pl/730401/VXEM/miniature650x367/austria/loferer-alm/lofer/sonnhof-(lofer)_0.jpg?datago=1&t=637428379744616328
"Strona główna,Wyjazdy na narty,Austria,Ski Welt Wilder Kaiser - Brixental,Hopfgarten Im Brixental",Brixental Apartamenty,,21.03.2021,7 dni,1 046,RO - Bez wyżywienia,"Kategoria:,**,Miasto:,Hopfgarten,Kraj:,Austria,Położenie/wyposażenie:,Przytulne apartamenty Brixental znajdują się w centrum miejscowości Hopfgarten. Do gondoli Hoche Salve jest ok. 400 m, natomiast trasa biegowa przy Wilder Kaiser jest oddalona o ok. 500 m. Restauracje, kawiarnie i obiekty handlowe znajdują się w odległości ok. 50 m.Do wyposażenia obiektu należy recepcja i winda, jak i pralka i suszarka na monety (za opłatą), otwarty bar ""Six Pence"" oraz przechowalnia sprzętu narciarskiego z suszarką do butów. Wi-Fi w całym budynku za opłatą. Bezpłatne miejsca parkingowe do dyspozycji gości (ograniczona dostępność).Dodatkowo otrzymają Państwo kartę Kitzbüheler Alpen Card, dzięki której można skorzystać z dodatkowych świadczeń, jak na przykład zniżek na wstęp do parku wodnego WAVE - Wörgler Wasserwelt, jak również bezpłatnych przejazdów środkami komunikacji publicznej (zastrzeżone prawo do zmian i ograniczeń w świadczeniach).Wyposażenie i wyżywienieJasno i przytulnie urządzone pokoje posiadają pokój dzienno-sypialny, osobne sypialnie, kącik wypoczynkowy, niszę kuchenną z lodówką, kuchenką i ekspresem do kawy, prysznic/WC, TV sat., radio i częściowo balkon. Pościel i ręczniki należy przywieźć we własnym zakresie lub wypożyczyć na miejscu (za opłatą). Oferta bez wyżywienia.,Świadczenia w cenie:",https://cdntravelplanet.pl/ATTKHOGATBR000002/SNOW/miniature650x367/austria/ski-welt-wilder-kaiser---brixental/hopfgarten-im-brixental/brixental-apartamenty_0.jpg?datago=1&t=637432516247289297
"Strona główna,Wyjazdy na narty,Austria,Gerlitzen,Ossiach",Zur Post (Ossiach),,28.02.2021,6 dni,969,HB - Dwa posiłki,":,3,Austria/Karyntia,Położenie: :,- Ossiach,- w centrum miejscowości,- stacja kolejowa Villach ok. 12 km,- lotnisko Klagenfurt ok. 35 km,- przystanek autobusu ok. 100 m",https://cdntravelplanet.pl/35003/EXIM/miniature650x367/austria/gerlitzen/ossiach/zur-post-(ossiach)_0.jpg?datago=1&t=637427497424290703
"Strona główna,Wyjazdy na narty,Austria,Alpbach,Achenkirch",Beretta,,18.01.2021,6 dni,1 049,HB - Dwa posiłki,"Kategoria:,***,Region:,Achenkirch,OPIS:,3-gwiazdkowy hotel Hotel Beretta leży 2 km od centrum Achenkirch.,Goście obiektu Hotel Beretta mają dyspozycji wyposażone pokoje, w których znajdują się m.in. balkon, telewizja kablowa oraz sejf w pokoju,jak również parking niestrzeżony. WI-FI we wszystkich pokojach jest dostępny.,W okolicy znajduje się 53 km tras narciarskich należących do stacji narciarskich w regionie Achensee-Region. Najbliższy wyciąg znajduje się 4.6 km od obiektu.,Pokój dla 2 osób z balkonem:",https://cdntravelplanet.pl/1306438/VXEM/miniature650x367/austria/alpbach/achenkirch/beretta_0.jpg?datago=1&t=637433741770642891
"Strona główna,Wyjazdy na narty,Austria,Zillertal,Hart Im Zillertal",Landhaus Maridl,,16.01.2021,7 dni,946,RO - Bez wyżywienia,"Region:,Hart im Zillertal,OPIS:,Obiekt Maridl zlokalizowany jest w spokojnej i cichej okolicy, około 3 km od centrum Fugen. Łatwo można dotrzeć do najbliższych wyciągów narciarskich, które znajdują się w Fugen oraz Kaltenhach. Przystanek autobusu dla narciarzy oddalony jest o 200 metrów od hotelu.,Na terenie całego obiektu dostępne jest darmowe WiFi!,Do dyspozycji gości hotelowych są apartamenty z jedną sypialnią oraz mniejsze, studia dla 2 osób. Apartamenty są komfortowo wyposażone a do każdego przynależy balkon z którego można podziwiać piękną panoramę okolicznych gór. W salonie znajduję się telewizor z dostępem do kanałów telewizji satelitarnej. W każdym apartamencie jest także prywatna łazienka z prysznicem oraz w pełni wyposażony aneks kuchenny.,Goście mogą korzystać z prywatnego parkingu który jest bezpłatny.,Studio dla 2 z balkonem:,Komfortowy apartment dla 2 osób. Duży pokój z podwójnym łóżkiem, wyposażona kuchnia, stół z krzesłami do spożywania posiłków, prywatna łazienka oraz balkon. Całość około 25 m².",https://cdntravelplanet.pl/730463/VXEM/miniature650x367/austria/zillertal/hart-im-zillertal/landhaus-maridl_0.jpg?datago=1&t=637427932026298438
"Strona główna,Wyjazdy na narty,Austria,Solden,Langenfeld",Holzknecht Appartementhaus,,25.03.2021,6 dni,950,RO - Bez wyżywienia,"Region:,Längenfeld,OPIS:,Typowo austriacki domek położony w malowniczej dzielnicy Unterried w Langenfeld oferujący bardzo wygodne i dobrze wyposażone apartamenty. W każdym apartamencie znajduje się kuchnia do przygotowywania posiłków. Rezydencja ta przeznaczona jest dla osób którym nie sprawiają trudności dojazdy 30 minutowe do terenów narciarskich w zamian za co otrzymują bardzo gościnne zakwaterowanie o bardzo dobrym standardzie i niskiej cenie.,Rezydencja położona jest w spokojnej i słonecznej dzielnicy Unterried, 4 km od centrum Langenfeld. Do najbliższych terenów narciarskich w Solden trzeba pokonać odległość 15 km. Można się tam dostać za pomocą ski busa którego przystanek oddalony jest o 500m od rezydencji. Najbliższe sklepy oraz publiczny basen znajdują się w centrum Langenfeld. Trasy dla nart biegowych oddalone są o 500m od rezydencji.,Wyżywienie we własnym zakresie. Możliwa rezerwacja śniadań, 7 euro za osobę/dzień. Możliwe również zamówienie dostawy świeżego pieczywa każdego poranka.,Możliwa rezerwacja łożeczek dla dzieci. W rezydencji znajduje się również pokój zabaw dla najmłodszych.,Apartament z jedną sypialnią dla 5 z balkonem:,Apartament z balkonem, dla 5 osób, o powierzchni ok. 45 m². Składa się z salonu z aneksem kuchennym, sypialni, przedpokoju, łazienki i oddzielnej toalety. W sypialni znajduje się łóżko podwójne, a w salonie dwuosobowa sofa i łóżko pojedyncze.",https://cdntravelplanet.pl/5189/VXEM/miniature650x367/austria/solden/langenfeld/holzknecht-appartementhaus_0.jpg?datago=1&t=637429635962460547
"Strona główna,Wyjazdy na narty,Austria,Ski Welt Wilder Kaiser - Brixental,Soll",Niedermuhlbichle,,06.03.2021,7 dni,896,BB - Śniadania,"Region:,Söll,OPIS:,Położony w górnej części Soll, pensjonat Niedermuhlbichler to świetne rozwiązanie dla osób poszukujących niedrogich noclegów w SkiWeld am Wilder Kaiser.,Do centrum miejscowości jest niecałe 600 metrów, do gondoli ok. 1,6 kilometra, przy czym należy pamiętać, że w Soll niemal wszyscy dojeżdżają do wyciągów skibusem (ten zatrzymuje się zaledwie 20 metrów od pensjonatu).,W pensjonacie znajduje się 6 prosto urządzonych pokoi dwu i trzyosobowych. Każdy dysponuje łazienką oraz podstawowym wyposażeniem. Internet w obiekcie jest dostępny za dodatkową opłatą w wysokości EUR10 za tydzień.,Dobra lokalizacja, świetne widoki i bardzo dobra cena sprawiają, że pensjonat Niedermuhlbichler to bardzo dobry wybór na korzystny cenowo urlop w regionie Wilder Kaiser.,Pokój dla 1 osoby:,lodówka, prysznic, telewizja kablowa, toaleta",https://cdntravelplanet.pl/5716P/VXEM/miniature650x367/austria/ski-welt-wilder-kaiser---brixental/soll/niedermuhlbichle_0.jpg?datago=1&t=637430607542142812
"Strona główna,Wyjazdy na narty,Austria,Ski Welt Wilder Kaiser - Brixental,Soll",Niedermuhlbichle,,24.03.2021,7 dni,896,BB - Śniadania,"Region:,Söll,OPIS:,Położony w górnej części Soll, pensjonat Niedermuhlbichler to świetne rozwiązanie dla osób poszukujących niedrogich noclegów w SkiWeld am Wilder Kaiser.,Do centrum miejscowości jest niecałe 600 metrów, do gondoli ok. 1,6 kilometra, przy czym należy pamiętać, że w Soll niemal wszyscy dojeżdżają do wyciągów skibusem (ten zatrzymuje się zaledwie 20 metrów od pensjonatu).,W pensjonacie znajduje się 6 prosto urządzonych pokoi dwu i trzyosobowych. Każdy dysponuje łazienką oraz podstawowym wyposażeniem. Internet w obiekcie jest dostępny za dodatkową opłatą w wysokości EUR10 za tydzień.,Dobra lokalizacja, świetne widoki i bardzo dobra cena sprawiają, że pensjonat Niedermuhlbichler to bardzo dobry wybór na korzystny cenowo urlop w regionie Wilder Kaiser.,Pokój dla 1 osoby:,lodówka, prysznic, telewizja kablowa, toaleta",https://cdntravelplanet.pl/5716P/VXEM/miniature650x367/austria/ski-welt-wilder-kaiser---brixental/soll/niedermuhlbichle_0.jpg?datago=1&t=637430607542142812
